baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
flowedit,red_chair_blue,12,complete,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",outputs/baselines/flowedit/red_chair_blue/seed_12/result.png,outputs/baselines/flowedit/red_chair_blue/seed_12/metadata.json,outputs/baselines/flowedit/red_chair_blue/seed_12/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,pillow_vertical_fabric_strip,10,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_10/result.png,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_10/metadata.json,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_10/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,pillow_vertical_fabric_strip,11,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_11/result.png,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_11/metadata.json,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_11/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,pillow_vertical_fabric_strip,12,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_12/result.png,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_12/metadata.json,outputs/baselines/flowedit/pillow_vertical_fabric_strip/seed_12/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,backpack_remove_toy_charm,10,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/flowedit/backpack_remove_toy_charm/seed_10/result.png,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_10/metadata.json,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_10/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,backpack_remove_toy_charm,11,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/flowedit/backpack_remove_toy_charm/seed_11/result.png,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_11/metadata.json,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_11/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
flowedit,backpack_remove_toy_charm,12,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/flowedit/backpack_remove_toy_charm/seed_12/result.png,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_12/metadata.json,outputs/baselines/flowedit/backpack_remove_toy_charm/seed_12/command.txt,"source image resized with max_image_size=512 and cropped to multiples of 16, source prompt, target prompt, seed, SD3 model, T_steps=28, n_max=24, tar_guidance_scale=10.5",,official FlowEdit SD3 runner
splitflow,cat_crown,10,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/splitflow/cat_crown/seed_10/result.png,outputs/baselines/splitflow/cat_crown/seed_10/metadata.json,outputs/baselines/splitflow/cat_crown/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,cat_crown,11,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/splitflow/cat_crown/seed_11/result.png,outputs/baselines/splitflow/cat_crown/seed_11/metadata.json,outputs/baselines/splitflow/cat_crown/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,cat_crown,12,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/splitflow/cat_crown/seed_12/result.png,outputs/baselines/splitflow/cat_crown/seed_12/metadata.json,outputs/baselines/splitflow/cat_crown/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,bowl_apple_inside,10,complete,data/pretty_free_candidates/pexels_empty_ceramic_bowl_phase1.jpg,"A top-down photo of an empty blue ceramic bowl on a wooden board in a tidy table setting, with no fruit inside the bowl.","A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",outputs/baselines/splitflow/bowl_apple_inside/seed_10/result.png,outputs/baselines/splitflow/bowl_apple_inside/seed_10/metadata.json,outputs/baselines/splitflow/bowl_apple_inside/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,bowl_apple_inside,11,complete,data/pretty_free_candidates/pexels_empty_ceramic_bowl_phase1.jpg,"A top-down photo of an empty blue ceramic bowl on a wooden board in a tidy table setting, with no fruit inside the bowl.","A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",outputs/baselines/splitflow/bowl_apple_inside/seed_11/result.png,outputs/baselines/splitflow/bowl_apple_inside/seed_11/metadata.json,outputs/baselines/splitflow/bowl_apple_inside/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,bowl_apple_inside,12,complete,data/pretty_free_candidates/pexels_empty_ceramic_bowl_phase1.jpg,"A top-down photo of an empty blue ceramic bowl on a wooden board in a tidy table setting, with no fruit inside the bowl.","A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",outputs/baselines/splitflow/bowl_apple_inside/seed_12/result.png,outputs/baselines/splitflow/bowl_apple_inside/seed_12/metadata.json,outputs/baselines/splitflow/bowl_apple_inside/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,tshirt_star,10,complete,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",outputs/baselines/splitflow/tshirt_star/seed_10/result.png,outputs/baselines/splitflow/tshirt_star/seed_10/metadata.json,outputs/baselines/splitflow/tshirt_star/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,tshirt_star,11,complete,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",outputs/baselines/splitflow/tshirt_star/seed_11/result.png,outputs/baselines/splitflow/tshirt_star/seed_11/metadata.json,outputs/baselines/splitflow/tshirt_star/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,tshirt_star,12,complete,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",outputs/baselines/splitflow/tshirt_star/seed_12/result.png,outputs/baselines/splitflow/tshirt_star/seed_12/metadata.json,outputs/baselines/splitflow/tshirt_star/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,red_chair_blue,10,complete,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",outputs/baselines/splitflow/red_chair_blue/seed_10/result.png,outputs/baselines/splitflow/red_chair_blue/seed_10/metadata.json,outputs/baselines/splitflow/red_chair_blue/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,red_chair_blue,11,complete,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",outputs/baselines/splitflow/red_chair_blue/seed_11/result.png,outputs/baselines/splitflow/red_chair_blue/seed_11/metadata.json,outputs/baselines/splitflow/red_chair_blue/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,red_chair_blue,12,complete,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",outputs/baselines/splitflow/red_chair_blue/seed_12/result.png,outputs/baselines/splitflow/red_chair_blue/seed_12/metadata.json,outputs/baselines/splitflow/red_chair_blue/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_vertical_fabric_strip,10,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_10/result.png,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_10/metadata.json,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_vertical_fabric_strip,11,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_11/result.png,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_11/metadata.json,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_vertical_fabric_strip,12,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,A photo of a plain light pillow on a sofa.,"A photo of the same plain light pillow on the same sofa, with a vertical glossy blue silk strip sewn down the center of the pillow from top to bottom, following the pillow perspective and preserving the pillow edges, sofa, shadows, and background.",outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_12/result.png,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_12/metadata.json,outputs/baselines/splitflow/pillow_vertical_fabric_strip/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,backpack_remove_toy_charm,10,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/splitflow/backpack_remove_toy_charm/seed_10/result.png,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_10/metadata.json,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,backpack_remove_toy_charm,11,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/splitflow/backpack_remove_toy_charm/seed_11/result.png,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_11/metadata.json,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,backpack_remove_toy_charm,12,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/splitflow/backpack_remove_toy_charm/seed_12/result.png,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_12/metadata.json,outputs/baselines/splitflow/backpack_remove_toy_charm/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
fireflow,cat_crown,10,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_10/result.png,outputs/baselines/fireflow/cat_crown/seed_10/metadata.json,outputs/baselines/fireflow/cat_crown/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,cat_crown,11,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_11/result.png,outputs/baselines/fireflow/cat_crown/seed_11/metadata.json,outputs/baselines/fireflow/cat_crown/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,cat_crown,12,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_12/result.png,outputs/baselines/fireflow/cat_crown/seed_12/metadata.json,outputs/baselines/fireflow/cat_crown/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
