baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
fireflow,cat_crown,10,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_10/result.png,outputs/baselines/fireflow/cat_crown/seed_10/metadata.json,outputs/baselines/fireflow/cat_crown/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,cat_crown,11,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_11/result.png,outputs/baselines/fireflow/cat_crown/seed_11/metadata.json,outputs/baselines/fireflow/cat_crown/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,cat_crown,12,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/fireflow/cat_crown/seed_12/result.png,outputs/baselines/fireflow/cat_crown/seed_12/metadata.json,outputs/baselines/fireflow/cat_crown/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,dog_sunglasses,10,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/fireflow/dog_sunglasses/seed_10/result.png,outputs/baselines/fireflow/dog_sunglasses/seed_10/metadata.json,outputs/baselines/fireflow/dog_sunglasses/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,dog_sunglasses,11,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/fireflow/dog_sunglasses/seed_11/result.png,outputs/baselines/fireflow/dog_sunglasses/seed_11/metadata.json,outputs/baselines/fireflow/dog_sunglasses/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,dog_sunglasses,12,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/fireflow/dog_sunglasses/seed_12/result.png,outputs/baselines/fireflow/dog_sunglasses/seed_12/metadata.json,outputs/baselines/fireflow/dog_sunglasses/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,mug_heart,10,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/fireflow/mug_heart/seed_10/result.png,outputs/baselines/fireflow/mug_heart/seed_10/metadata.json,outputs/baselines/fireflow/mug_heart/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,mug_heart,11,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/fireflow/mug_heart/seed_11/result.png,outputs/baselines/fireflow/mug_heart/seed_11/metadata.json,outputs/baselines/fireflow/mug_heart/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,mug_heart,12,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/fireflow/mug_heart/seed_12/result.png,outputs/baselines/fireflow/mug_heart/seed_12/metadata.json,outputs/baselines/fireflow/mug_heart/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,backpack_remove_toy_charm,10,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/fireflow/backpack_remove_toy_charm/seed_10/result.png,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_10/metadata.json,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,backpack_remove_toy_charm,11,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/fireflow/backpack_remove_toy_charm/seed_11/result.png,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_11/metadata.json,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,backpack_remove_toy_charm,12,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/fireflow/backpack_remove_toy_charm/seed_12/result.png,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_12/metadata.json,outputs/baselines/fireflow/backpack_remove_toy_charm/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
rf_solver_edit,cat_crown,10,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/rf_solver_edit/cat_crown/seed_10/result.png,outputs/baselines/rf_solver_edit/cat_crown/seed_10/metadata.json,outputs/baselines/rf_solver_edit/cat_crown/seed_10/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,cat_crown,11,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/rf_solver_edit/cat_crown/seed_11/result.png,outputs/baselines/rf_solver_edit/cat_crown/seed_11/metadata.json,outputs/baselines/rf_solver_edit/cat_crown/seed_11/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,cat_crown,12,complete,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/rf_solver_edit/cat_crown/seed_12/result.png,outputs/baselines/rf_solver_edit/cat_crown/seed_12/metadata.json,outputs/baselines/rf_solver_edit/cat_crown/seed_12/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,dog_sunglasses,10,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_10/result.png,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_10/metadata.json,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_10/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,dog_sunglasses,11,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_11/result.png,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_11/metadata.json,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_11/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,dog_sunglasses,12,complete,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_12/result.png,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_12/metadata.json,outputs/baselines/rf_solver_edit/dog_sunglasses/seed_12/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,mug_heart,10,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/rf_solver_edit/mug_heart/seed_10/result.png,outputs/baselines/rf_solver_edit/mug_heart/seed_10/metadata.json,outputs/baselines/rf_solver_edit/mug_heart/seed_10/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,mug_heart,11,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/rf_solver_edit/mug_heart/seed_11/result.png,outputs/baselines/rf_solver_edit/mug_heart/seed_11/metadata.json,outputs/baselines/rf_solver_edit/mug_heart/seed_11/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,mug_heart,12,complete,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",outputs/baselines/rf_solver_edit/mug_heart/seed_12/result.png,outputs/baselines/rf_solver_edit/mug_heart/seed_12/metadata.json,outputs/baselines/rf_solver_edit/mug_heart/seed_12/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,backpack_remove_toy_charm,10,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_10/result.png,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_10/metadata.json,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_10/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,backpack_remove_toy_charm,11,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_11/result.png,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_11/metadata.json,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_11/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
rf_solver_edit,backpack_remove_toy_charm,12,complete,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_12/result.png,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_12/metadata.json,outputs/baselines/rf_solver_edit/backpack_remove_toy_charm/seed_12/command.txt,"official RF-Solver-Edit FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt and target prompt match; official RF-Solver image-editing parameters num_steps=15, inject=3, guidance=2, offload=True; seed requested by manifest but the public RF-Solver image script does not expose seed control",,official RF-Solver-Edit FLUX-dev runner
reflex,cat_crown,10,failed,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/reflex/cat_crown/seed_10/result.png,outputs/baselines/reflex/cat_crown/seed_10/metadata.json,outputs/baselines/reflex/cat_crown/seed_10/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
reflex,cat_crown,11,failed,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/reflex/cat_crown/seed_11/result.png,outputs/baselines/reflex/cat_crown/seed_11/metadata.json,outputs/baselines/reflex/cat_crown/seed_11/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
reflex,cat_crown,12,failed,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",outputs/baselines/reflex/cat_crown/seed_12/result.png,outputs/baselines/reflex/cat_crown/seed_12/metadata.json,outputs/baselines/reflex/cat_crown/seed_12/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
reflex,dog_sunglasses,10,failed,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/reflex/dog_sunglasses/seed_10/result.png,outputs/baselines/reflex/dog_sunglasses/seed_10/metadata.json,outputs/baselines/reflex/dog_sunglasses/seed_10/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
reflex,dog_sunglasses,11,failed,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/reflex/dog_sunglasses/seed_11/result.png,outputs/baselines/reflex/dog_sunglasses/seed_11/metadata.json,outputs/baselines/reflex/dog_sunglasses/seed_11/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
reflex,dog_sunglasses,12,failed,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,outputs/baselines/reflex/dog_sunglasses/seed_12/result.png,outputs/baselines/reflex/dog_sunglasses/seed_12/metadata.json,outputs/baselines/reflex/dog_sunglasses/seed_12/command.txt,,ReFlex could not be run under available 24GB GPU conditions: official 1024-token setting OOMs; 512 compatibility attempt fails in attention indexing after dynamic latent patch. See mug_heart seed10 run.log for the concrete trace.,ReFlex local compatibility/resource failure
